filename,peak KAM1 Actual,peak KAM1 Predict,peak KAM2 Actual,peak KAM2 Predict
L_a0b394c0-fe40-4a6b-902d-02e655054a9f_model.csv,3.7777135,3.9801207,3.9872894,3.8247228
L_a1505633-dbd6-4af9-b366-be44343dfc8a_model.csv,3.8910775,4.073354,3.301248,3.2738795
L_a263c534-9dfb-4706-8ad7-4348f91e0aaa_model.csv,5.001123,5.2435946,4.3395495,4.59884
L_a2b47f7f-29a6-4cb0-b901-efd7fe5234b6_model.csv,3.566825,3.1921368,3.3978567,3.5723863
L_a37b9ab2-7b88-4199-aec5-727c5a9ec11c_model.csv,4.467327,5.3491216,4.830457,4.6294055
L_a39a24f8-11ad-4c75-b6dc-c49307eb3dd1_model.csv,6.7076654,6.829962,5.409256,5.4688215
L_a3d72fc5-9161-43e8-ae93-b84ee685825c_model.csv,3.5978491,3.9379587,6.47147,7.365939
L_a5722cc8-9c95-4de3-8ada-c48ce39fed3f_model.csv,3.1260698,2.7294376,3.3796134,2.9103646
L_a5c8850a-5176-4876-800d-225f1620796d_model.csv,1.3965466,0.92922646,2.1986234,1.8432889
L_a8b2663a-a5e0-4420-87a8-488ec62dadda_model.csv,5.7003765,5.423909,4.1060658,3.6666942
L_aa4f7517-9576-4932-94ea-80f2c78b857f_model.csv,3.4055994,2.9258974,3.6351972,3.2610326
L_ad73b428-de83-44c4-ac15-4279546f76a9_model.csv,4.2005057,4.13246,2.8350387,2.4200413
L_ad7b9b75-5a72-4f98-9c31-b11533eaf079_model.csv,4.621268,4.1886973,3.5741951,3.2637026
L_ae6b198b-7a69-40e4-99c5-3aa7cef49c2d_model.csv,1.9684554,2.1247144,1.6334316,1.7026124
L_b167beaf-8d0f-46d0-9442-99de9adda69c_model.csv,3.351815,3.7597048,1.2076573,2.324589
L_b444cadf-d2e3-497a-ad4a-d47bdd9ecc66_model.csv,3.327851,3.6393216,5.319013,5.4223185
L_b696cdb8-f433-4281-8d23-4e3f7ec09c80_model.csv,8.120173,7.4057856,5.8418746,5.502713
L_b7b65b82-5616-4112-b0f2-415f812434de_model.csv,6.0175633,6.803714,4.3907633,5.0485563
L_b7fd4927-6e3c-40a5-8122-064fe8e7d653_model.csv,6.238413,5.585663,5.6272993,5.2795677
L_b8f77edd-091b-4e63-a01d-8fb87a9f955c_model.csv,7.386348,6.601319,5.4061747,5.1846514
L_bb46f8a2-6d16-47d8-aac0-1b46d79d3e1f_model.csv,4.0255885,3.8847885,3.8543499,4.0194273
L_c20d527a-043a-4326-a1dc-6cd0baa8e279_model.csv,2.4858727,2.5926566,1.5573447,1.3717701
L_c3aa7d2d-74ac-43b7-814f-9107b8dad755_model.csv,3.5918565,3.2548552,4.8807807,4.0090914
L_c6205bc4-7fd6-4955-8e07-a53a5040ee4c_model.csv,4.445076,4.9619517,3.998321,4.288034
L_ca48fb14-195b-4a57-a207-d5bbb9fbbf08_model.csv,2.4401293,2.3908257,2.1862843,2.0466862
L_ca6361d9-1a34-4101-90ce-35d7cd3fbfb0_model.csv,3.9572225,4.014684,2.7237508,3.209394
L_cd81309e-3418-4213-a10d-b9363c0189b9_model.csv,5.4429526,5.112653,6.1134787,5.0597243
L_cdd661af-6385-49c8-af6d-7e39b8914637_model.csv,3.97655,4.5278435,4.414924,4.3229227
L_cffa1787-9311-4c9c-8470-1a20890e60ea_model.csv,4.97137,5.5022297,2.588446,3.7164395
L_d14b0fca-e679-461e-96b8-ff510c2c018f_model.csv,3.8013542,3.8674178,3.6038585,4.1902394
L_d181ccf0-4d0c-4821-b416-67234550ac41_model.csv,1.3534651,2.5026135,0.5531714,1.6579242
L_d42dd8da-9528-4290-a672-510c0485ad9b_model.csv,3.2656329,3.0328484,3.5908282,3.9959998
L_d577f240-6259-4c53-86ba-75c39ab7ce49_model.csv,3.031456,2.4547977,1.8131248,1.9110405
L_d5e3620d-3723-41c7-b5ab-2d05a225f63f_model.csv,3.2000937,3.5206845,2.7854445,3.1408947
L_d6beebe6-bff9-4731-a985-19f5f4429ee1_model.csv,5.4857755,5.3684072,5.1703568,4.893158
L_d7954396-adf1-43e3-b7b7-794a56ff06bf_model.csv,4.1441064,3.52612,2.7659144,1.9581656
L_d798c2ef-39bd-4817-8ce1-3637936c5a14_model.csv,3.3793352,3.3395605,5.4137325,5.1094832
L_d9bcd9d7-b0da-49b2-95fd-b4b928207baf_model.csv,3.8226712,4.3346763,2.697205,2.5103498
L_d9d3d218-02d2-47e0-84dc-f76d817f6d27_model.csv,3.8485737,3.6119895,3.3832638,3.832969
L_da7876f2-8aae-467d-8650-3802c7a1dcda_model.csv,7.4353523,8.48478,7.5508895,7.701074
L_dd16b33b-a9b1-4ed0-9031-440f30149544_model.csv,1.5718168,1.0817819,2.083373,1.5707281
L_e21208b9-fec0-462d-b2ba-495a9dc776cf_model.csv,3.3672323,3.6001077,3.6949556,4.0085487
L_e554a8ea-cf5f-40a6-98a3-ebcdfc1b1fb3_model.csv,5.144571,4.729018,5.8447146,5.554605
L_e680dda1-50b3-49a4-b094-127a719d4a8d_model.csv,3.889818,4.520486,3.2187283,4.008945
L_e6b0be9e-d039-4e4c-8420-5ad0c890571a_model.csv,4.7935224,6.0238676,5.199487,5.6580544
L_e82d629d-b787-41aa-a3a0-7b8746bd59f2_model.csv,4.9142394,5.2343173,3.8571823,4.876545
L_e991430f-7354-4b5c-810a-ab08deef8aea_model.csv,10.821827,8.193407,9.161455,6.8414583
L_ea110dac-8dbf-4b1f-82bc-ce63a3aa19bb_model.csv,3.1883698,3.623834,3.2144823,3.6390262
L_ed4ea1d1-33f4-4497-b661-139370f24c28_model.csv,5.0270176,5.87626,4.602345,4.5075145
L_ed9714d2-a806-4229-98a3-156000fffe8b_model.csv,5.063957,3.9208798,3.7766714,4.4917865
L_edfb7925-6bd7-402d-871f-320a2f17cf29_model.csv,3.6138752,3.6564739,3.0782812,3.9877288
L_ef11d83b-a410-44a1-b321-f4f1d030fde0_model.csv,3.3730655,3.4654093,3.4765275,3.127583
L_f5f627b8-2e57-4aa4-b5b5-8a4f98dff990_model.csv,4.173079,4.735445,5.249488,5.4376564
L_f6f7c946-ef67-47c0-8a89-b0e310b3ca1a_model.csv,5.4878507,4.6628113,5.052585,4.9580264
L_f749b6b2-fb4c-4984-a96e-aebb3400a8eb_model.csv,1.8469559,3.1830907,2.5319638,3.3074079
L_f8f3bc25-42a5-4e8c-a8db-d6b0e7a581b4_model.csv,2.6517239,2.6674395,2.0750368,2.2534792
L_f9737ce7-405c-4f77-8400-47f47d3a7a9b_model.csv,6.083856,6.2017765,5.2624288,6.02627
L_fca6cbc2-f685-4aa5-9ebf-0cea31310dad_model.csv,9.705395,10.121223,7.7836986,8.551804
L_fca80978-6f22-4e26-b6dc-cc795884fa28_model.csv,5.6618724,3.9057071,6.9051003,5.656707
L_fe593128-8683-4e26-a917-e8e570100944_model.csv,0.5797606,0.7753237,1.5107516,1.0191362
L_fedb71b8-abfb-4d0c-b877-e351190ae19b_model.csv,6.229204,5.8851433,3.7156954,3.9855204
L_ff3d7eae-89db-4185-aa8f-f9c726d1801e_model.csv,4.879665,5.410049,3.8546135,4.741853
L_ffb520cf-2cd2-4497-a980-c4efa74eb51a_model.csv,7.5951304,6.7818513,5.601691,4.749751
R_015a373a-b03b-4b79-95ca-3bee5b61c408_model.csv,5.879639,5.703301,5.4457154,5.048037
R_024c7325-aae8-4e5a-b358-bfa860948364_model.csv,1.2213413,1.8347936,0.73113257,1.9095299
R_068e2af9-58c9-415c-930d-fb5758ac6217_model.csv,3.47002,2.7753143,3.2231407,2.8154752
R_086be104-04e7-47bf-8a65-78bb80505a6e_model.csv,1.2636681,1.928721,1.8454788,2.2135158
R_088eda3b-0610-4ebc-96ec-7d173f4c97ac_model.csv,2.8033838,3.1173003,0.5435856,0.5684345
R_0dbf9601-0a80-476f-8182-f4591e1c05e1_model.csv,2.7903533,3.0393405,2.2902458,2.7287
R_113900e2-2c82-4f61-a964-a7d47493736b_model.csv,4.952122,5.86114,4.1150913,5.259158
R_11c0c99b-44e0-44a5-8720-1a58b4ffc8c0_model.csv,2.5089865,2.71483,2.3345757,2.7892725
R_1571cc6f-13a1-45d9-b804-2e9fafd3658c_model.csv,2.524722,2.162595,2.1853287,2.0511365
R_15778d84-082a-4635-82f6-4ba090ca4cea_model.csv,4.154882,3.806136,4.147284,3.916092
R_17b95d9e-6798-4d1b-89d6-9495a9bb0509_model.csv,2.7449882,4.060452,2.8756235,4.569644
R_1928fa28-8a39-4458-9186-f78d3462261e_model.csv,1.7655094,1.8761435,0.31835923,0.566093
R_1939bef1-f620-4180-a404-942b1d4e2631_model.csv,3.7407267,4.6539097,1.2305497,2.346219
R_1a427c37-6db2-47d1-8ed1-c6e1fcdc10b4_model.csv,3.0661638,3.8700306,3.5839436,3.4948802
R_1afec38e-ead2-4fa6-bb49-a6f4e60b6e6a_model.csv,2.343448,2.7267418,1.6730365,1.6728837
R_1c00b700-7508-4208-b045-ac14e74350d1_model.csv,3.9250786,3.8721147,4.998626,4.633768
R_20ec5f8f-d0a0-4a60-af02-46fd39df06f3_model.csv,3.690196,3.7595284,2.1192381,2.9022074
R_263c659e-7e42-4874-964d-f14bcc66311c_model.csv,3.2226863,2.895443,2.1461928,1.9225421
R_26c82150-7231-41ee-8297-5a89d2462992_model.csv,4.0497494,3.9903023,5.1203127,5.6085987
R_27f52603-2ddd-4a13-9c69-9f5b1d800d5a_model.csv,4.8498087,5.0509095,4.3453712,4.4130177
R_28a9d0f8-62b2-4b53-89c4-85b0767f314f_model.csv,5.4638777,4.870179,4.7619686,4.3159676
R_2b2d5d16-ee43-4919-aedd-d141d187994a_model.csv,4.9351244,4.128477,3.6337981,3.291429
R_2b8a5702-696c-49e1-91ee-77249f8899c1_model.csv,4.8231263,3.5468173,3.122603,2.2723956
R_2cc2663b-2f5c-4181-ba68-3e3f07232dea_model.csv,1.3591822,3.3270612,1.4138298,4.140718
R_2cc51f8f-36c1-46a0-bc29-2c36d795813a_model.csv,2.9722495,3.1227322,1.8379341,2.2179296
R_2df42094-fc2d-4504-a972-ad6627336ecc_model.csv,5.9264936,6.047207,4.0427003,3.3560398
R_301e502a-a6ee-44fc-a376-56865eacebc7_model.csv,2.1594872,2.321931,1.4842052,1.6930995
R_309aaf3a-e3b8-4aa4-9fc4-9759997ed44e_model.csv,2.9028313,3.1289542,1.2583239,1.2973099
R_30ca4e26-90e3-4c83-9050-63acda43aa68_model.csv,3.2022555,2.6291137,3.2308438,3.2535615
R_32112974-c214-46d5-a7bd-f809c949d79c_model.csv,4.868885,4.5040674,6.667284,7.3556175
R_3411419b-c440-4b1e-ac7e-6e54bf30cd48_model.csv,2.8696012,2.61507,2.1589932,2.3613605
R_37b3549a-6d2c-4417-9b78-2986ba849628_model.csv,2.9401548,3.384214,1.7582039,1.3109558
R_39a57232-2528-4e6d-95c6-6e99b1f44570_model.csv,6.5350366,7.3858223,5.1722536,5.0884323
R_3b450c69-f47a-408e-b4fc-c84e1362331d_model.csv,4.965081,5.5879364,4.847508,4.80873
R_3c3451d4-3dd8-4b9b-9511-a2ea53e4a44a_model.csv,3.5036707,3.2819455,2.2976549,2.7640839
R_3cfbc8a2-144c-4f45-84ce-678371e93146_model.csv,3.3895123,2.610794,2.3248658,2.4165573
R_3ed2aae7-f02b-4715-aca1-21355a042b6a_model.csv,2.3079185,2.244365,1.8649757,2.1475987
R_42068c77-2e1e-41b3-9bc0-ff23de115ca3_model.csv,6.316886,6.0237064,4.0490255,4.5829606
R_431b9ec4-33de-46d6-9478-25a42005242b_model.csv,5.043079,5.500325,3.9429166,4.188426
R_43984a17-d9f4-4811-82fc-3bfd8cf2d1a7_model.csv,3.5678132,3.3053117,2.8744104,3.2193255
R_43dc76ec-3bd0-425c-8b3a-dd2082441e86_model.csv,4.010932,3.7516656,2.612767,2.136487
R_43e92647-7915-4b0e-89af-a1f1a4bc26ea_model.csv,4.2502003,2.912205,4.3727574,3.755387
R_43eba649-05c1-4dc9-a907-96203d791593_model.csv,0.73172086,1.0065079,0.65932477,1.1050358
R_44815c25-6470-4fac-bbc9-f1e48c23a040_model.csv,4.4589634,3.9721372,3.1921513,2.9580832
R_48462313-5dd4-41b4-9b34-6e506ded92ca_model.csv,1.7215713,1.401092,2.9890819,2.8181543
R_52e58153-c42a-45e9-a0fe-b01b54acc9f7_model.csv,7.808631,7.3425236,7.7913046,6.804388
R_537fb413-c228-4066-ad8b-12e7299a5549_model.csv,5.0140095,4.7542405,1.8716618,3.5723395
R_543ed96b-5975-4f03-87c0-f8727d89b960_model.csv,3.3817406,3.4333231,2.6079314,3.266674
R_559f0264-908f-435b-be68-5b5d226615cb_model.csv,7.8672485,8.232531,5.5067625,6.0377474
R_5830c810-16cb-47b0-8b49-fb9b18049dc2_model.csv,2.300247,2.8632314,1.4716402,1.8308215
R_5864b9ab-7cdb-40c5-9a77-8636b63427db_model.csv,3.812353,3.283077,2.4117372,1.82389
R_5ab270f7-2b37-41f1-9dd0-238eda965620_model.csv,5.058792,4.634733,4.709372,4.0946846
R_6024eae6-4c5c-45c1-bbeb-72e803cc45fa_model.csv,6.5372353,7.264116,5.5953703,6.3514056
R_606499dc-48dd-4117-9dc7-3f97339b8fee_model.csv,6.2774453,5.09768,5.8221087,4.6222954
R_64415f02-3d33-416c-9954-51ff0e3f4b2a_model.csv,4.7590213,5.6285577,2.3071783,3.832683
R_647f3d19-478a-4838-8e06-d2006519937c_model.csv,3.9313247,4.122714,3.4799595,4.306733
R_64a583aa-b1d5-4982-a4e7-2fd5e2b22e86_model.csv,4.031632,3.8846292,2.9842637,3.0269084
R_65909a0c-3347-4618-894a-1db5a0d677d1_model.csv,2.1299617,2.7828314,1.6817191,2.4342604
R_6631f351-690e-423b-8264-01873195a374_model.csv,5.990648,5.374463,4.9477654,4.7006607
R_68f46edd-7961-437e-ad49-1da20c80836c_model.csv,2.3640025,1.9691694,1.813508,1.5696492
R_69d6d65b-598c-4c81-af19-986b32390537_model.csv,1.9565449,1.3667212,2.2952402,1.2275661
R_6a4ac403-4cf2-48d4-a4f4-be04df2e503e_model.csv,0.8055603,0.96271616,1.0276854,0.7844296
R_70608bed-2247-48d4-9b9f-aa1bf4d393cf_model.csv,2.6703598,2.4561424,0.9315555,0.37600207
R_70a987bd-38ee-4a1f-b592-8bd4ffd71ac3_model.csv,3.808388,3.3577297,4.132664,3.4992638
R_719c46af-71f3-4d94-a613-f436b1ed5527_model.csv,8.21071,6.031148,8.05557,6.972686
R_78d4ed81-5552-4188-a351-84a86d20ad4b_model.csv,8.466644,8.537183,7.3448853,7.3612747
R_7caeaba7-1d2c-44f6-ae72-1366532dd738_model.csv,3.5387352,3.0437427,2.7581522,2.6078687
R_7e33d207-ada6-47b9-b4d1-12d713364840_model.csv,2.5578089,2.0109842,1.8748182,1.417198
R_7ff902be-6894-47b6-a0d9-68d245ebc6ab_model.csv,3.1100457,2.6439266,2.6191726,2.5559063
R_82a9f764-767a-482c-ac7d-6fe2ac6a325e_model.csv,3.1627529,3.7774916,2.5593069,2.6222243
R_86e85b14-a170-46e5-bc0a-5066617f5603_model.csv,3.95804,3.455871,2.235543,2.1148343
R_8ac4f29c-cdf8-4be3-b983-b76b56e2d07d_model.csv,3.4343538,3.8097153,2.4251606,2.266913
R_8b7cfc2a-f68a-4327-8e38-8c640a57b2fc_model.csv,1.796826,1.8509674,1.0100076,1.691103
R_8cd958fb-f560-49d0-ae15-250b77a735d7_model.csv,1.8271285,1.1195829,0.28565097,0.16955888
R_90982b67-33ec-4659-96c8-08e705f6b8a4_model.csv,5.808126,5.8883114,5.6574397,5.689292
R_910bbbb6-1b06-4155-8797-28ec421edcc2_model.csv,2.9411857,3.00265,2.8237543,2.710096
R_950739d3-1362-4dda-aebc-f32bdb0fb5b2_model.csv,9.451814,8.481491,6.392165,7.397813
R_95fef184-0697-4238-830a-c8f2f345a494_model.csv,3.4940908,3.3476982,2.9649694,3.1675873
R_968932ac-0327-43cc-b934-4fe2bdd55f0d_model.csv,1.955289,1.5513449,1.143253,0.975445
R_9a16ad88-8060-4b8d-a721-9631c8b3f096_model.csv,5.766261,5.1319933,2.7065217,2.6800227
R_9c1432fe-5c0e-4de4-b68f-ee65a3ff2985_model.csv,7.4049406,6.3818507,7.486182,6.824953
R_9d246ed9-7438-4725-85ed-4e31691713dc_model.csv,3.8708751,3.9497318,2.3189065,2.4063714
R_9d48389b-753d-4c52-8bcd-ad45fedb2a8b_model.csv,3.4894254,2.9904609,2.7188256,2.3465655
R_9e3be158-1882-4de6-b157-11b7cff0e92b_model.csv,4.4499574,4.3683004,2.0654893,2.77103
R_a10b58ea-944f-412c-9928-ed9c7f5afea5_model.csv,4.4365687,3.837215,3.6949089,3.557728
R_a14a0079-b918-4e81-8b12-c469c9ff3865_model.csv,1.2131262,1.6678164,0.6556191,0.5888488
R_a2461a58-ea12-4baf-b6ef-c405e7aba323_model.csv,3.3454587,3.7826385,2.2519765,3.0845761
R_a725c9f5-2b41-4b8c-9cdd-680dd2eb0d92_model.csv,2.983308,3.224443,1.2140702,2.05395
R_a744c169-49c2-4ce4-9897-04c530c21ab1_model.csv,3.9369524,5.0642624,2.2165823,2.9537835
R_a75f157e-c680-49be-b9db-956f1045e623_model.csv,7.4741793,7.381063,5.883946,6.344491
