filename,frame,actual_kam,predicted_kam
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,4,-1.1381698,-0.256194
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,5,-0.6828848,0.06886087
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,6,-0.013704477,0.91885823
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,7,0.5436132,1.420352
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,8,0.93540794,1.8147683
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,9,1.2814434,2.0365288
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,10,1.6531982,2.2062821
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,11,1.9777564,2.218098
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,12,2.1445658,2.2489698
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,13,2.1609843,2.1684024
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,14,2.1022024,2.0284684
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,15,2.0199897,1.8604739
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,16,1.9461817,1.8451715
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,17,1.910635,1.8132911
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,18,1.9351625,1.7820501
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,19,2.0157123,1.8383889
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,20,2.1180649,1.89041
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,21,2.1966262,1.9289458
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,22,2.2243392,1.9284332
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,23,2.2090929,1.8493998
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,24,2.1778686,1.7817643
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,25,2.14687,1.7260709
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,26,2.1092496,1.6712079
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,27,2.0517497,1.6469266
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,28,1.9732586,1.58512
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,29,1.8835429,1.5180278
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,30,1.7968526,1.4856021
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,31,1.7300266,1.459008
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,32,1.6981012,1.4240842
