filename,peak KAM1 Actual,peak KAM1 Predict,peak KAM2 Actual,peak KAM2 Predict
R_024c7325-aae8-4e5a-b358-bfa860948364_model.csv,1.2213413,1.6155794,0.73113257,1.2553564
R_068e2af9-58c9-415c-930d-fb5758ac6217_model.csv,3.47002,3.3330257,3.2231407,2.99133
R_086be104-04e7-47bf-8a65-78bb80505a6e_model.csv,1.2636681,1.7164115,1.8454788,1.6254545
R_088eda3b-0610-4ebc-96ec-7d173f4c97ac_model.csv,2.8033838,2.6348922,0.5435856,0.7857413
R_0dbf9601-0a80-476f-8182-f4591e1c05e1_model.csv,2.7903533,2.9933503,2.2902458,2.2602746
R_113900e2-2c82-4f61-a964-a7d47493736b_model.csv,4.952122,5.229086,4.1150913,4.850117
R_11c0c99b-44e0-44a5-8720-1a58b4ffc8c0_model.csv,2.5089865,3.0479472,2.3345757,2.4736905
R_1571cc6f-13a1-45d9-b804-2e9fafd3658c_model.csv,2.524722,2.9595292,2.1853287,2.5318244
R_15778d84-082a-4635-82f6-4ba090ca4cea_model.csv,4.154882,3.6979904,4.147284,3.567373
R_17b95d9e-6798-4d1b-89d6-9495a9bb0509_model.csv,2.7449882,4.149638,2.8756235,4.572035
R_1928fa28-8a39-4458-9186-f78d3462261e_model.csv,1.7655094,1.7953037,0.31835923,0.7431027
R_1939bef1-f620-4180-a404-942b1d4e2631_model.csv,3.7407267,3.9097311,1.2305497,1.4902955
R_1a427c37-6db2-47d1-8ed1-c6e1fcdc10b4_model.csv,3.0661638,4.168478,3.5839436,3.1401892
R_1afec38e-ead2-4fa6-bb49-a6f4e60b6e6a_model.csv,2.343448,3.197797,1.6730365,2.0314872
R_1c00b700-7508-4208-b045-ac14e74350d1_model.csv,3.9250786,4.3915033,4.998626,4.8248777
R_20ec5f8f-d0a0-4a60-af02-46fd39df06f3_model.csv,3.690196,3.1389678,2.1192381,2.767748
R_263c659e-7e42-4874-964d-f14bcc66311c_model.csv,3.2226863,2.8068047,2.1461928,2.0023034
R_26c82150-7231-41ee-8297-5a89d2462992_model.csv,4.0497494,4.880039,5.1203127,6.8625965
R_27f52603-2ddd-4a13-9c69-9f5b1d800d5a_model.csv,4.8498087,4.740862,4.3453712,4.347882
R_28a9d0f8-62b2-4b53-89c4-85b0767f314f_model.csv,5.4638777,5.0026464,4.7619686,4.1598773
R_2b2d5d16-ee43-4919-aedd-d141d187994a_model.csv,4.9351244,4.1624618,3.6337981,2.852017
R_2b8a5702-696c-49e1-91ee-77249f8899c1_model.csv,4.8231263,3.8016798,3.122603,2.3397183
R_2cc2663b-2f5c-4181-ba68-3e3f07232dea_model.csv,1.3591822,3.635246,1.4138298,4.1697116
R_2cc51f8f-36c1-46a0-bc29-2c36d795813a_model.csv,2.9722495,3.3423254,1.8379341,2.4420817
R_2df42094-fc2d-4504-a972-ad6627336ecc_model.csv,5.9264936,6.0374565,4.0427003,3.4679506
R_301e502a-a6ee-44fc-a376-56865eacebc7_model.csv,2.1594872,2.6036417,1.4842052,1.8337758
R_309aaf3a-e3b8-4aa4-9fc4-9759997ed44e_model.csv,2.9028313,3.333388,1.2583239,1.6642203
R_30ca4e26-90e3-4c83-9050-63acda43aa68_model.csv,3.2022555,2.9489343,3.2308438,3.3197317
R_32112974-c214-46d5-a7bd-f809c949d79c_model.csv,4.868885,5.0949674,6.667284,7.9863787
R_3411419b-c440-4b1e-ac7e-6e54bf30cd48_model.csv,2.8696012,3.6591063,2.1589932,2.6500545
R_37b3549a-6d2c-4417-9b78-2986ba849628_model.csv,2.9401548,3.3983037,1.7582039,1.7505409
R_39a57232-2528-4e6d-95c6-6e99b1f44570_model.csv,6.5350366,7.357841,5.1722536,6.2521753
R_3b450c69-f47a-408e-b4fc-c84e1362331d_model.csv,4.965081,5.291962,4.847508,4.482337
R_3c3451d4-3dd8-4b9b-9511-a2ea53e4a44a_model.csv,3.5036707,2.824857,2.2976549,2.1206536
R_3cfbc8a2-144c-4f45-84ce-678371e93146_model.csv,3.3895123,3.116487,2.3248658,2.5242257
R_3ed2aae7-f02b-4715-aca1-21355a042b6a_model.csv,2.3079185,2.6059034,1.8649757,2.8029532
R_42068c77-2e1e-41b3-9bc0-ff23de115ca3_model.csv,6.316886,4.5024633,4.0490255,3.2665405
R_431b9ec4-33de-46d6-9478-25a42005242b_model.csv,5.043079,4.776025,3.9429166,3.4687436
R_43984a17-d9f4-4811-82fc-3bfd8cf2d1a7_model.csv,3.5678132,3.936299,2.8744104,3.4463828
R_43dc76ec-3bd0-425c-8b3a-dd2082441e86_model.csv,4.010932,4.382841,2.612767,2.9276702
R_43e92647-7915-4b0e-89af-a1f1a4bc26ea_model.csv,4.2502003,3.2935483,4.3727574,3.7563245
R_43eba649-05c1-4dc9-a907-96203d791593_model.csv,0.73172086,1.0477618,0.65932477,1.2325557
R_44815c25-6470-4fac-bbc9-f1e48c23a040_model.csv,4.4589634,4.1215973,3.1921513,3.3533747
R_48462313-5dd4-41b4-9b34-6e506ded92ca_model.csv,1.7215713,1.420493,2.9890819,3.6784055
R_52e58153-c42a-45e9-a0fe-b01b54acc9f7_model.csv,7.808631,7.9929514,7.7913046,7.6477447
R_537fb413-c228-4066-ad8b-12e7299a5549_model.csv,5.0140095,4.1745024,1.8716618,2.9017417
R_543ed96b-5975-4f03-87c0-f8727d89b960_model.csv,3.3817406,3.59845,2.6079314,3.1050982
R_559f0264-908f-435b-be68-5b5d226615cb_model.csv,7.8672485,7.5147295,5.5067625,4.742956
R_5830c810-16cb-47b0-8b49-fb9b18049dc2_model.csv,2.300247,2.4990432,1.4716402,1.5683568
R_5864b9ab-7cdb-40c5-9a77-8636b63427db_model.csv,3.812353,4.0635314,2.4117372,1.9104421
R_5ab270f7-2b37-41f1-9dd0-238eda965620_model.csv,5.058792,4.3732076,4.709372,3.9436088
R_6024eae6-4c5c-45c1-bbeb-72e803cc45fa_model.csv,6.5372353,7.745883,5.5953703,6.442232
R_606499dc-48dd-4117-9dc7-3f97339b8fee_model.csv,6.2774453,5.45665,5.8221087,5.021796
R_64415f02-3d33-416c-9954-51ff0e3f4b2a_model.csv,4.7590213,5.444805,2.3071783,3.4402807
R_647f3d19-478a-4838-8e06-d2006519937c_model.csv,3.9313247,3.588772,3.4799595,3.7284324
R_64a583aa-b1d5-4982-a4e7-2fd5e2b22e86_model.csv,4.031632,4.3713517,2.9842637,3.4525433
R_65909a0c-3347-4618-894a-1db5a0d677d1_model.csv,2.1299617,3.4825613,1.6817191,2.2463362
R_6631f351-690e-423b-8264-01873195a374_model.csv,5.990648,5.6151285,4.9477654,5.095541
R_68f46edd-7961-437e-ad49-1da20c80836c_model.csv,2.3640025,2.2982059,1.813508,2.1069858
R_69d6d65b-598c-4c81-af19-986b32390537_model.csv,1.9565449,1.4140834,2.2952402,1.1342093
R_6a4ac403-4cf2-48d4-a4f4-be04df2e503e_model.csv,0.8055603,1.2125802,1.0276854,1.361379
R_70608bed-2247-48d4-9b9f-aa1bf4d393cf_model.csv,2.6703598,3.527689,0.9315555,1.5502056
R_70a987bd-38ee-4a1f-b592-8bd4ffd71ac3_model.csv,3.808388,3.9925785,4.132664,3.5513155
R_719c46af-71f3-4d94-a613-f436b1ed5527_model.csv,8.21071,6.113842,8.05557,7.124155
R_78d4ed81-5552-4188-a351-84a86d20ad4b_model.csv,8.466644,9.161193,7.3448853,7.8149285
R_7caeaba7-1d2c-44f6-ae72-1366532dd738_model.csv,3.5387352,3.3942487,2.7581522,2.823908
R_7e33d207-ada6-47b9-b4d1-12d713364840_model.csv,2.5578089,1.9086232,1.8748182,1.5957118
R_7ff902be-6894-47b6-a0d9-68d245ebc6ab_model.csv,3.1100457,3.2734601,2.6191726,2.5464194
R_82a9f764-767a-482c-ac7d-6fe2ac6a325e_model.csv,3.1627529,4.2349777,2.5593069,2.887509
R_86e85b14-a170-46e5-bc0a-5066617f5603_model.csv,3.95804,3.621845,2.235543,2.118138
R_8ac4f29c-cdf8-4be3-b983-b76b56e2d07d_model.csv,3.4343538,3.4304264,2.4251606,2.3965356
R_8b7cfc2a-f68a-4327-8e38-8c640a57b2fc_model.csv,1.796826,1.4310977,1.0100076,1.9512159
R_8cd958fb-f560-49d0-ae15-250b77a735d7_model.csv,1.8271285,1.487228,0.28565097,0.4216739
R_90982b67-33ec-4659-96c8-08e705f6b8a4_model.csv,5.808126,6.2907066,5.6574397,5.5279245
R_910bbbb6-1b06-4155-8797-28ec421edcc2_model.csv,2.9411857,2.8596487,2.8237543,2.8467472
R_950739d3-1362-4dda-aebc-f32bdb0fb5b2_model.csv,9.451814,9.100804,6.392165,8.08891
R_95fef184-0697-4238-830a-c8f2f345a494_model.csv,3.4940908,3.8175912,2.9649694,3.088705
R_968932ac-0327-43cc-b934-4fe2bdd55f0d_model.csv,1.955289,2.300664,1.143253,1.66268
R_9a16ad88-8060-4b8d-a721-9631c8b3f096_model.csv,5.766261,5.131728,2.7065217,2.6973836
R_9c1432fe-5c0e-4de4-b68f-ee65a3ff2985_model.csv,7.4049406,5.411731,7.486182,6.3680515
R_9d246ed9-7438-4725-85ed-4e31691713dc_model.csv,3.8708751,3.8448393,2.3189065,2.450846
R_9d48389b-753d-4c52-8bcd-ad45fedb2a8b_model.csv,3.4894254,3.486563,2.7188256,2.7826812
R_9e3be158-1882-4de6-b157-11b7cff0e92b_model.csv,4.4499574,4.4491673,2.0654893,2.8088315
R_a10b58ea-944f-412c-9928-ed9c7f5afea5_model.csv,4.4365687,4.11096,3.6949089,3.715245
R_a14a0079-b918-4e81-8b12-c469c9ff3865_model.csv,1.2131262,1.946604,0.6556191,1.0715606
R_a2461a58-ea12-4baf-b6ef-c405e7aba323_model.csv,3.3454587,2.9300725,2.2519765,2.300241
R_a725c9f5-2b41-4b8c-9cdd-680dd2eb0d92_model.csv,2.983308,2.9966822,1.2140702,1.900646
