filename,peak KAM1 Actual,peak KAM1 Predict,peak KAM2 Actual,peak KAM2 Predict
R_a744c169-49c2-4ce4-9897-04c530c21ab1_model.csv,3.9369524,4.733947,2.2165823,2.2555454
R_a75f157e-c680-49be-b9db-956f1045e623_model.csv,7.4741793,8.261837,5.883946,6.380102
R_ab9fe588-79f1-4945-af95-4f80b6f7301e_model.csv,1.2934983,1.969798,0.9906867,1.4804357
R_acd5bb57-da49-46b5-980f-0553b1727486_model.csv,2.6644328,3.079322,2.015271,2.6665041
R_b4ec92ba-22d7-4d9a-986e-018fc48e0e1a_model.csv,4.643804,4.3633084,3.9266653,3.726528
R_b555681f-8f70-4dd8-b38f-961b48da3d46_model.csv,2.6661148,2.892139,3.0628698,3.349231
R_b627faff-b85c-44fa-9d52-90dba8a81977_model.csv,2.7801042,2.08762,2.6333601,2.3026283
R_b6f8de83-0fc9-4e06-8045-c5f47a3f43d0_model.csv,3.7768602,3.6365268,2.233443,2.4904218
R_b845862e-40b3-4608-a8e2-6e7291485eb6_model.csv,6.6655464,8.054327,6.0398445,6.8519726
R_b9094a95-123b-4edd-8ad0-e5d4dbad0f2c_model.csv,3.9953876,3.9948332,3.2161279,3.6140506
R_b9608f1f-cec7-4e01-9bd1-bec61fc316c8_model.csv,6.421637,5.8581514,4.802346,4.0609636
R_bf0589a5-edb0-4464-925e-6115ae6d7b1a_model.csv,2.6968124,2.5502183,1.2020465,0.82668984
R_c2adadd8-1535-462a-ac18-f94fae43a90e_model.csv,7.5159607,6.761172,7.3310328,7.174881
R_c2edef00-7213-41e4-b10d-f91c8d143a48_model.csv,5.0331793,5.5158634,4.10823,4.1787677
R_c3825ce2-c6ca-448a-8593-ea91f36d83dc_model.csv,4.9068527,3.5279377,4.4697857,3.21352
R_c5f42b9b-b27d-4c21-aa64-c937467fd632_model.csv,3.8517487,3.3452117,3.5655715,3.7781003
R_c641a1d1-e0ee-4171-aaed-687e51ea19aa_model.csv,4.761068,5.1909156,6.122032,5.802021
R_c778064b-12fa-4a36-a880-c5e79382686e_model.csv,6.6512294,4.8846807,5.3492527,4.4884276
R_c7c56a7e-3b60-486b-95d4-8c584dafc975_model.csv,3.1837265,3.123576,3.5440853,3.3848584
R_cb608a4d-1ea6-4b64-b39f-1a7d2648a5ed_model.csv,4.189815,3.7439451,3.8031662,3.0354207
R_cc9eab0d-e400-40a3-a393-64b4206571d5_model.csv,3.3035495,3.3801334,3.1839638,3.4638908
R_d1f5100d-c1d6-4552-bc2c-ae1ba67e2106_model.csv,7.386139,7.681257,7.4037642,7.328965
R_d3f68c7c-d8ba-41fb-b9d6-dabc050f39f1_model.csv,2.3882637,2.7630622,2.0881996,3.0135784
R_d474b40e-9bf7-4102-939f-07d737735be8_model.csv,1.4513775,1.3141598,1.1780424,1.2943736
R_d532bdd9-8b96-4a78-bfdf-bd2918aea41b_model.csv,1.6415529,1.6357063,2.5213044,2.498964
R_d743b7d0-5297-4637-adfe-d14a7d9ca685_model.csv,4.054719,3.983877,4.6535864,4.656789
R_db28e7a6-dc2f-43e7-a44e-fbd1e8faf1b3_model.csv,1.9956952,1.8362027,2.3513646,2.5083241
R_dd9fcac6-47b6-456a-a6f0-1c41993e640b_model.csv,4.1983967,4.207198,4.264674,4.8141947
R_e0239759-4ac5-4dae-8bdb-28e62fd820d6_model.csv,2.282827,2.9866984,0.9887003,2.2671936
R_e2ce4030-03e4-40af-b7ab-85806d27c085_model.csv,3.5202827,3.8958745,2.9489121,3.8394585
R_e34a7920-687d-432e-a220-a1ee135cc08e_model.csv,1.6005595,2.6303947,1.3072978,1.3277143
R_e3593e60-c0e5-43ce-a418-6e703e241a36_model.csv,2.5254457,1.881191,2.7297835,1.715665
R_e599c7d8-26fe-4fc6-b88a-ececa8665d39_model.csv,5.2636857,3.290932,5.8777046,3.649206
R_e62d37b7-152a-4538-98dd-47dc9a6f20cc_model.csv,2.787092,3.455722,2.0027566,2.839457
R_e63a7d92-8b81-42af-8384-7587f4b5076e_model.csv,2.7510068,3.4595196,2.1524487,2.565358
R_e80351f1-79b8-41f5-b96c-3aeee3ac38e6_model.csv,5.1058064,6.1272044,4.159221,4.230932
R_e933cea4-4100-45bf-aa91-e0a63740dd9c_model.csv,2.649362,3.0704374,2.1062481,2.470257
R_eb1d6a53-46ad-455e-b9c2-c343c03d29cc_model.csv,6.496065,4.033987,4.0016317,2.8655875
R_eb9d62e3-6fd0-47ae-adbd-75f33a237a32_model.csv,5.78754,5.777366,6.5218296,6.496847
R_ecabad50-5175-400f-88fc-259d0788a78d_model.csv,3.218658,5.2794104,1.5376378,2.5968382
R_eff7c484-17bb-4d80-8cf9-53dc35593c51_model.csv,4.871505,4.439558,4.3234987,4.0701056
R_f49aff35-532f-46e2-9531-08bf80bb80cb_model.csv,4.0262265,5.3971877,5.134118,4.7825212
R_f7993e5f-d4ba-48dc-8d67-a12ac160cf68_model.csv,2.6886435,3.1917374,3.1325078,3.3410647
R_f8cdc2eb-dfab-4f1d-bade-7a4fb316466a_model.csv,6.291876,4.6841702,4.9699574,3.3393812
R_fb110342-da12-4c44-b728-3df7098cbc3a_model.csv,4.736193,5.428617,3.6938508,4.0013433
R_fb1ce174-af2b-4f6e-9dec-f78f2a43177c_model.csv,3.037647,3.9248095,3.3070784,4.03003
R_fd566b74-cbcf-4c38-b494-e3bc382787a0_model.csv,3.6221733,4.684989,2.5629761,2.6176317
R_fdd89b1b-6054-467b-be26-0ba1327ae282_model.csv,7.0595226,6.773859,5.278843,4.76642
R_fdf9d320-b1e2-44a8-84d8-b855488c0823_model.csv,1.7878717,2.463621,1.4661012,1.5066469
R_ff0503de-1ab0-4d6a-9d7d-21331bc09fc3_model.csv,2.8376179,4.3675485,2.6750367,2.767099
