filename,frame,actual_kam,predicted_kam
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,40,2.6104045,2.9415534
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,41,2.6995974,3.034482
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,42,2.7727888,3.1217117
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,43,2.8366778,3.1954434
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,44,2.9029589,3.185607
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,45,2.9667618,3.2029388
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,46,3.0035334,3.2102826
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,47,2.99377,3.221457
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,48,2.9412155,3.217816
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,49,2.8642094,3.190774
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,50,2.777565,3.188453
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,51,2.6830175,3.1049485
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,52,2.5680282,3.0022783
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,53,2.409365,2.7868383
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,54,2.181794,2.6063159
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,55,1.8679539,2.3414428
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,56,1.4688138,1.857268
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,57,1.0080047,1.1179693
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,58,0.52094823,0.54698527
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,59,0.054738168,0.08946366
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,60,-0.3075685,-0.37861258
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,61,-0.48860896,-0.60427153
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,62,-0.50234437,-0.63356155
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,63,-0.45361033,-0.70723367
L_03e95717-2a96-4e4e-a434-1365cadc6963_model.csv,64,-0.42363808,-0.7971104
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,0,-0.1642014,-0.23004329
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,1,-0.25176832,-0.30094638
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,2,-0.63649935,-0.36617184
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,3,-1.0829489,-0.4262864
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,4,-1.1381698,-0.5398783
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,5,-0.6828848,-0.27522123
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,6,-0.013704477,0.3302981
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,7,0.5436132,0.8360145
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,8,0.93540794,1.4136966
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,9,1.2814434,1.7569717
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,10,1.6531982,1.9962739
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,11,1.9777564,2.131241
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,12,2.1445658,2.144003
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,13,2.1609843,2.0889702
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,14,2.1022024,1.9574503
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,15,2.0199897,2.0004961
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,16,1.9461817,2.043171
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,17,1.910635,2.0749626
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,18,1.9351625,2.0932438
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,19,2.0157123,2.0964656
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,20,2.1180649,2.1198711
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,21,2.1966262,2.1657462
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,22,2.2243392,2.1951187
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,23,2.2090929,2.1690443
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,24,2.1778686,2.1351593
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,25,2.14687,2.0912442
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,26,2.1092496,2.0392025
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,27,2.0517497,1.998025
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,28,1.9732586,1.9557239
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,29,1.8835429,1.9009513
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,30,1.7968526,1.8446482
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,31,1.7300266,1.8011436
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,32,1.6981012,1.7173895
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,33,1.6950259,1.6380848
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,34,1.6888652,1.5849696
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,35,1.6499877,1.5606078
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,36,1.5781581,1.534488
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,37,1.4994916,1.5190058
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,38,1.442072,1.5168147
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,39,1.4188217,1.5282081
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,40,1.4234046,1.5474802
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,41,1.44094,1.5613476
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,42,1.4673208,1.5763135
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,43,1.5093187,1.5981581
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,44,1.5652157,1.6279277
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,45,1.6211326,1.6681577
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,46,1.6637166,1.7079333
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,47,1.6867865,1.7574371
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,48,1.6931427,1.8081836
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,49,1.6928521,1.8640984
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,50,1.6929222,1.9230596
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,51,1.6959625,1.9583925
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,52,1.7058146,1.95026
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,53,1.7268361,1.9247826
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,54,1.7565726,1.8658447
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,55,1.7805443,1.83296
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,56,1.7789766,1.7477506
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,57,1.739458,1.6755372
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,58,1.6573105,1.5728196
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,59,1.5336959,1.4912565
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,60,1.3754565,1.3595771
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,61,1.1826769,1.1869066
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,62,0.94203943,0.954296
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,63,0.6468272,0.58877146
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,64,0.3205241,0.2456153
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,65,0.026134443,-0.104636304
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,66,-0.15067893,-0.28724024
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,67,-0.17261449,-0.3675501
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,68,-0.11156557,-0.45922923
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,69,-0.09509248,-0.5062087
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,0,-0.0741636,-0.3532402
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,1,-0.24831237,-0.34371024
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,2,-0.39063543,-0.33678102
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,3,-0.42001104,-0.35335255
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,4,-0.33233616,-0.40095782
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,5,-0.1596214,-0.29639515
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,6,0.047721554,-0.092668496
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,7,0.21586809,0.10821322
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,8,0.3086346,0.30702373
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,9,0.36689022,0.34605005
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,10,0.44513422,0.39382082
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,11,0.54828835,0.46261328
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,12,0.64833015,0.54522955
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,13,0.72840136,0.61833483
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,14,0.79136026,0.64878726
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,15,0.8456956,0.6735626
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,16,0.8944653,0.71965986
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,17,0.93454677,0.74315584
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,18,0.9607518,0.7854829
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,19,0.9705402,0.81747216
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,20,0.96389055,0.8431329
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,21,0.94352627,0.8528426
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,22,0.91787136,0.87332815
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,23,0.89583516,0.88040745
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,24,0.8784856,0.87500936
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,25,0.8592107,0.8589764
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,26,0.83403575,0.82862073
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,27,0.8022975,0.7950483
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,28,0.76426,0.7634907
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,29,0.7226038,0.7379834
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,30,0.6827273,0.71428806
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,31,0.6501476,0.69038266
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,32,0.62780946,0.6766594
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,33,0.6162251,0.6724821
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,34,0.613836,0.6766417
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,35,0.6198223,0.6932995
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,36,0.6337904,0.7279366
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,37,0.6529035,0.7613563
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,38,0.6742332,0.7988483
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,39,0.6969489,0.8384949
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,40,0.72078633,0.87519413
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,41,0.7437717,0.90534884
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,42,0.76455665,0.9178545
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,43,0.7813938,0.93985635
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,44,0.7919319,1.0096897
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,45,0.7958473,1.130174
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,46,0.7987164,1.2275635
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,47,0.8117893,1.2816094
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,48,0.8415484,1.2713298
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,49,0.8849735,1.2759024
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,50,0.9291429,1.2802769
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,51,0.95546657,1.2966994
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,52,0.94635767,1.3768696
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,53,0.88813925,1.3486371
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,54,0.77199906,1.1401749
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,55,0.60242957,0.8141168
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,56,0.40080464,0.49106684
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,57,0.19890736,0.3476325
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,58,0.023821112,0.13730997
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,59,-0.11240383,-0.09713843
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,60,-0.2067802,-0.29879928
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,61,-0.2642263,-0.39168602
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,62,-0.30897546,-0.51298773
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,63,-0.36809072,-0.5561097
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,0,0.3685987,-0.3304512
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,1,0.45216402,-0.33350384
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,2,0.41367766,-0.3424674
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,3,0.03699374,-0.44561166
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,4,-0.55513704,-0.5725816
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,5,-0.6908842,-0.76927006
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,6,-0.016811905,-0.6983983
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,7,1.0253601,-0.12150308
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,8,2.0195549,0.8914138
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,9,2.9374702,1.9724692
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,10,3.6913161,2.3341544
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,11,4.049377,2.4678237
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,12,4.098321,2.554449
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,13,4.1145005,2.6063635
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,14,4.0995646,2.5770223
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,15,3.9502532,2.6445339
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,16,3.7024436,2.6698
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,17,3.4793546,2.6527705
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,18,3.3513107,2.5462825
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,19,3.2865639,2.535073
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,20,3.225363,2.5642292
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,21,3.1391857,2.5920022
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,22,3.0388324,2.4332912
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,23,2.9458692,2.1587694
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,24,2.843164,2.0862567
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,25,2.6834645,1.9342813
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,26,2.4410052,1.7855207
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,27,2.1442091,1.6826342
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,28,1.858022,1.587612
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,29,1.6396439,1.5192267
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,30,1.5152167,1.4512643
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,31,1.4627273,1.4109757
